2018-11-11 17:56:58,701 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:15:22,331 DEBUG (0.002) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:15:54,362 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:15:54,364 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-17 20:15:54,367 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:15:54.358916'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:15:54.358916')
2018-11-17 20:15:54,369 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:15:54,379 DEBUG (0.002) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:15:55,114 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:15:55,115 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-17 20:15:55,119 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:15:55.109228'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:15:55.109228')
2018-11-17 20:15:55,124 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:15:55,137 DEBUG (0.004) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:15:59,173 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:15:59,174 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-17 20:15:59,182 DEBUG (0.003) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:15:59.171024'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:15:59.171024')
2018-11-17 20:15:59,188 DEBUG (0.004) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:15:59,205 DEBUG (0.003) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:16:00,364 DEBUG (0.003) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:16:00,367 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-17 20:16:00,371 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:16:00.357496'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:16:00.357496')
2018-11-17 20:16:00,375 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:16:00,386 DEBUG (0.002) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:16:07,282 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:16:07,283 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 20:16:07,286 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:16:07.276980'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:16:07.276980')
2018-11-17 20:16:07,290 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:16:07,302 DEBUG (0.002) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:36:18,486 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:18,489 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-17 20:36:18,495 DEBUG (0.003) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:18.475191'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:18.475191')
2018-11-17 20:36:18,500 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:18,509 DEBUG (0.002) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:36:20,754 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:20,755 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 20:36:20,759 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:20.750776'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:20.750776')
2018-11-17 20:36:20,762 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:20,773 DEBUG (0.002) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:36:26,596 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:26,597 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 20:36:26,602 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:26.593598'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:26.593598')
2018-11-17 20:36:26,606 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:26,620 DEBUG (0.003) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:36:29,667 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:29,668 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 20:36:29,671 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:29.664952'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:29.664952')
2018-11-17 20:36:29,673 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:29,675 DEBUG (0.001) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` WHERE `assets`.`id` = 13; args=(13,)
2018-11-17 20:36:29,678 DEBUG (0.001) DELETE FROM `assets` WHERE `assets`.`id` IN (13); args=(13,)
2018-11-17 20:36:32,290 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:32,292 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-17 20:36:32,294 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:32.288012'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:32.288012')
2018-11-17 20:36:32,301 DEBUG (0.004) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:32,320 DEBUG (0.003) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:36:40,506 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:40,507 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 20:36:40,509 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:40.503823'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:40.503823')
2018-11-17 20:36:40,512 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:40,523 DEBUG (0.002) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:36:40,833 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:40,838 DEBUG (0.004) SELECT VERSION(); args=None
2018-11-17 20:36:40,845 DEBUG (0.003) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:40.827376'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:40.827376')
2018-11-17 20:36:40,849 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:40,870 DEBUG (0.002) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:36:41,891 DEBUG (0.005) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:41,893 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-17 20:36:41,900 DEBUG (0.002) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:41.883189'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:41.883189')
2018-11-17 20:36:41,908 DEBUG (0.004) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:41,922 DEBUG (0.004) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` WHERE `assets`.`id` = 1; args=(1,)
2018-11-17 20:36:48,282 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:48,283 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 20:36:48,287 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:48.278546'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:48.278546')
2018-11-17 20:36:48,290 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:48,295 DEBUG (0.003) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` WHERE `assets`.`id` = 12; args=(12,)
2018-11-17 20:36:50,944 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:50,949 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 20:36:50,952 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:50,953 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 20:36:50,954 DEBUG (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:50.939671'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:50.939671')
2018-11-17 20:36:50,956 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:50,959 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:50.948033'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:50.948033')
2018-11-17 20:36:50,961 DEBUG (0.001) UPDATE `assets` SET `private_ip` = '192.168.1.21', `public_ip` = '105.56.23.91', `status` = 1, `remark` = '1' WHERE `assets`.`id` = 1; args=('192.168.1.21', '105.56.23.91', 1, '1', 1)
2018-11-17 20:36:50,965 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:50,968 DEBUG (0.000) UPDATE `assets` SET `private_ip` = '192.168.1.21', `public_ip` = '105.56.23.91', `status` = 1, `remark` = '1' WHERE `assets`.`id` = 12; args=('192.168.1.21', '105.56.23.91', 1, '1', 12)
2018-11-17 20:36:54,607 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:36:54,608 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 20:36:54,613 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:36:54.604402'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:36:54.604402')
2018-11-17 20:36:54,616 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:36:54,625 DEBUG (0.002) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:37:25,652 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:37:25,654 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-17 20:37:25,664 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:37:25.647560'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:37:25.647560')
2018-11-17 20:37:25,668 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:37:25,685 DEBUG (0.002) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:37:26,022 DEBUG (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:37:26,023 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-17 20:37:26,029 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ic43dezllkh7xv3id0ivbdcbdmaj30k0' AND `django_session`.`expire_date` > '2018-11-17 12:37:26.017148'); args=('ic43dezllkh7xv3id0ivbdcbdmaj30k0', '2018-11-17 12:37:26.017148')
2018-11-17 20:37:26,040 DEBUG (0.008) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2; args=(2,)
2018-11-17 20:37:26,064 DEBUG (0.007) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 20:37:28,156 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 20:37:28,157 DEBUG (0.000) SELECT VERSION(); args=None
