2018-11-15 23:11:36,286 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 23:41:31,551 DEBUG (0.004) SELECT `users`.`id`, `users`.`username`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`create_time`, `users`.`update_time` FROM `users` ORDER BY `users`.`id` ASC, `users`.`username` ASC; args=()
2018-11-16 23:41:43,423 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 23:41:43,424 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 23:41:43,426 DEBUG (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'pbv563v9dpn9b5dv7z7x335f5pi52tq6' AND `django_session`.`expire_date` > '2018-11-16 15:41:43'); args=('pbv563v9dpn9b5dv7z7x335f5pi52tq6', '2018-11-16 15:41:43')
2018-11-16 23:41:43,428 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-16 23:41:43,431 DEBUG (0.000) SELECT `users`.`id`, `users`.`username`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`create_time`, `users`.`update_time` FROM `users` WHERE `users`.`id` = 7; args=(7,)
2018-11-16 23:41:43,433 DEBUG (0.000) DELETE FROM `users` WHERE `users`.`id` IN (7); args=(7,)
2018-11-16 23:41:44,477 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 23:41:44,479 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 23:41:44,483 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'pbv563v9dpn9b5dv7z7x335f5pi52tq6' AND `django_session`.`expire_date` > '2018-11-16 15:41:44'); args=('pbv563v9dpn9b5dv7z7x335f5pi52tq6', '2018-11-16 15:41:44')
2018-11-16 23:41:44,485 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-16 23:41:44,498 DEBUG (0.005) SELECT `users`.`id`, `users`.`username`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`create_time`, `users`.`update_time` FROM `users` ORDER BY `users`.`id` ASC, `users`.`username` ASC; args=()
2018-11-16 23:41:45,921 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 23:41:45,922 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 23:41:45,925 DEBUG (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'pbv563v9dpn9b5dv7z7x335f5pi52tq6' AND `django_session`.`expire_date` > '2018-11-16 15:41:45'); args=('pbv563v9dpn9b5dv7z7x335f5pi52tq6', '2018-11-16 15:41:45')
2018-11-16 23:41:45,926 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-16 23:41:45,927 DEBUG (0.000) SELECT `users`.`id`, `users`.`username`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`create_time`, `users`.`update_time` FROM `users` WHERE `users`.`id` = 10; args=(10,)
2018-11-16 23:41:50,810 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 23:41:50,811 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 23:41:50,815 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'pbv563v9dpn9b5dv7z7x335f5pi52tq6' AND `django_session`.`expire_date` > '2018-11-16 15:41:50'); args=('pbv563v9dpn9b5dv7z7x335f5pi52tq6', '2018-11-16 15:41:50')
2018-11-16 23:41:50,816 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-16 23:41:50,818 DEBUG (0.000) UPDATE `users` SET `sex` = '0', `age` = '22', `city` = '北京' WHERE `users`.`id` = 10; args=('0', '22', '北京', 10)
2018-11-16 23:41:53,732 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 23:41:53,733 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 23:41:53,735 DEBUG (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'pbv563v9dpn9b5dv7z7x335f5pi52tq6' AND `django_session`.`expire_date` > '2018-11-16 15:41:53'); args=('pbv563v9dpn9b5dv7z7x335f5pi52tq6', '2018-11-16 15:41:53')
2018-11-16 23:41:53,737 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-16 23:41:53,747 DEBUG (0.006) SELECT `users`.`id`, `users`.`username`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`create_time`, `users`.`update_time` FROM `users` ORDER BY `users`.`id` ASC, `users`.`username` ASC; args=()
