2018-11-15 16:32:25,181 DEBUG (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:27:41,459 DEBUG (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'loganalysis'; args=('loganalysis',)
2018-11-16 14:28:33,960 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:28:33,961 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 14:28:34,010 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 06:28:34.008741', 'django.log', 'DEBUG', 0); args=['2018-11-16 06:28:34.008741', 'django.log', 'DEBUG', 0]
2018-11-16 14:28:34,056 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 06:28:34.055453', 'django.log', 'INFO', 9); args=['2018-11-16 06:28:34.055453', 'django.log', 'INFO', 9]
2018-11-16 14:28:34,062 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 06:28:34.061037', 'django.log', 'WARNING', 6); args=['2018-11-16 06:28:34.061037', 'django.log', 'WARNING', 6]
2018-11-16 14:44:58,267 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:44:58,268 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 14:44:58,308 DEBUG (0.002) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 06:44:58.305694', 'django.log', 'DEBUG', 0); args=['2018-11-16 06:44:58.305694', 'django.log', 'DEBUG', 0]
2018-11-16 14:44:58,403 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 06:44:58.402246', 'django.log', 'INFO', 9); args=['2018-11-16 06:44:58.402246', 'django.log', 'INFO', 9]
2018-11-16 14:44:58,409 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 06:44:58.408440', 'django.log', 'WARNING', 6); args=['2018-11-16 06:44:58.408440', 'django.log', 'WARNING', 6]
2018-11-16 14:45:48,835 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:45:48,839 DEBUG (0.004) SELECT VERSION(); args=None
2018-11-16 14:45:48,968 DEBUG (0.002) SHOW FULL TABLES; args=None
2018-11-16 14:45:48,974 DEBUG (0.002) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-16 14:46:15,550 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:46:15,551 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 14:46:15,702 DEBUG (0.148) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'admin'; args=('admin',)
2018-11-16 14:46:15,769 DEBUG (0.004) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 06:46:15.763967'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 06:46:15.763967')
2018-11-16 14:46:15,778 DEBUG (0.004) UPDATE `auth_user` SET `last_login` = '2018-11-16 06:46:15.772889' WHERE `auth_user`.`id` = 3; args=('2018-11-16 06:46:15.772889', 3)
2018-11-16 14:46:15,871 DEBUG (0.002) UPDATE `django_session` SET `session_data` = 'ZmI2YjUwYzAzZmIwOTBiN2I0YTg2NWMzYWIzZDgzNGEwZjM2YTRjMjp7Il9hdXRoX3VzZXJfaWQiOiIzIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiJhYWRjOTMwZTQ1MTg0MjZmZWI1MTA1YmU0Njg1NDdiZmFjZGRhNzFlIn0=', `expire_date` = '2018-11-30 06:46:15.867487' WHERE `django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3'; args=('ZmI2YjUwYzAzZmIwOTBiN2I0YTg2NWMzYWIzZDgzNGEwZjM2YTRjMjp7Il9hdXRoX3VzZXJfaWQiOiIzIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiJhYWRjOTMwZTQ1MTg0MjZmZWI1MTA1YmU0Njg1NDdiZmFjZGRhNzFlIn0=', '2018-11-30 06:46:15.867487', 'dm3neianqfku0beusrgj7br2c9p2zez3')
2018-11-16 14:46:15,898 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:46:15,899 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 14:46:15,902 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 06:46:15.893766'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 06:46:15.893766')
2018-11-16 14:46:15,905 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 14:46:19,260 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:46:19,261 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 14:46:19,266 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 06:46:19.232645'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 06:46:19.232645')
2018-11-16 14:46:19,271 DEBUG (0.004) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 14:46:54,739 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:46:54,740 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 14:46:54,837 DEBUG (0.003) SHOW FULL TABLES; args=None
2018-11-16 14:46:54,843 DEBUG (0.002) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-16 14:47:04,154 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:47:04,155 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` ASC LIMIT 4; args=()
2018-11-16 14:47:04,174 DEBUG (0.003) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` ASC LIMIT 4; args=()
2018-11-16 14:47:48,559 DEBUG (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:47:48,562 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 14:47:48,722 DEBUG (0.003) SHOW FULL TABLES; args=None
2018-11-16 14:47:48,730 DEBUG (0.002) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-16 14:47:53,710 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:47:53,712 DEBUG (0.002) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` ASC LIMIT 3; args=()
2018-11-16 14:47:53,722 DEBUG (0.002) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` ASC LIMIT 3; args=()
2018-11-16 14:49:00,018 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:49:00,019 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 14:49:00,141 DEBUG (0.004) SHOW FULL TABLES; args=None
2018-11-16 14:49:00,149 DEBUG (0.003) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-16 14:49:07,792 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:49:07,794 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 3; args=()
2018-11-16 14:49:07,798 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 3; args=()
2018-11-16 14:49:34,919 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 14:49:34,921 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 3; args=()
2018-11-16 14:49:34,925 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 3; args=()
2018-11-16 15:09:57,055 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:09:57,056 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 15:09:57,118 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:09:57.117322', 'django.log', 'DEBUG', 1); args=['2018-11-16 07:09:57.117322', 'django.log', 'DEBUG', 1]
2018-11-16 15:09:57,230 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:09:57.229017', 'django.log', 'INFO', 9); args=['2018-11-16 07:09:57.229017', 'django.log', 'INFO', 9]
2018-11-16 15:09:57,237 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:09:57.235955', 'django.log', 'WARNING', 6); args=['2018-11-16 07:09:57.235955', 'django.log', 'WARNING', 6]
2018-11-16 15:09:57,261 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:09:57.260184', 'django.log', 'ERROR', 0); args=['2018-11-16 07:09:57.260184', 'django.log', 'ERROR', 0]
2018-11-16 15:10:12,957 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:10:12,958 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 3; args=()
2018-11-16 15:10:12,962 DEBUG (0.002) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 3; args=()
2018-11-16 15:10:36,016 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:10:36,018 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 15:10:36,165 DEBUG (0.003) SHOW FULL TABLES; args=None
2018-11-16 15:10:36,172 DEBUG (0.003) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-16 15:10:37,625 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:10:37,627 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 4; args=()
2018-11-16 15:10:57,310 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:10:57.309391', 'django.log', 'DEBUG', 0); args=['2018-11-16 07:10:57.309391', 'django.log', 'DEBUG', 0]
2018-11-16 15:10:57,380 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:10:57.379053', 'django.log', 'INFO', 0); args=['2018-11-16 07:10:57.379053', 'django.log', 'INFO', 0]
2018-11-16 15:10:57,446 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:10:57.445181', 'django.log', 'WARNING', 0); args=['2018-11-16 07:10:57.445181', 'django.log', 'WARNING', 0]
2018-11-16 15:10:57,582 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:10:57.581495', 'django.log', 'ERROR', 0); args=['2018-11-16 07:10:57.581495', 'django.log', 'ERROR', 0]
2018-11-16 15:11:13,177 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:11:13,179 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 15:11:13,185 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 07:11:13.171616'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 07:11:13.171616')
2018-11-16 15:11:13,188 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 15:11:13,220 DEBUG (0.028) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user`; args=()
2018-11-16 15:11:16,681 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:11:16,682 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 15:11:16,686 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 07:11:16.677933'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 07:11:16.677933')
2018-11-16 15:11:16,690 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 15:11:16,718 DEBUG (0.023) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`op`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-16 15:11:20,421 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:11:20,422 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 15:11:20,426 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 07:11:20.412346'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 07:11:20.412346')
2018-11-16 15:11:20,429 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 15:11:20,440 DEBUG (0.009) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user`; args=()
2018-11-16 15:11:22,335 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:11:22,336 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 15:11:22,341 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 07:11:22.328468'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 07:11:22.328468')
2018-11-16 15:11:22,344 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 15:11:22,348 DEBUG (0.002) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user` WHERE `user`.`id` = 1; args=(1,)
2018-11-16 15:11:57,678 DEBUG (0.002) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:11:57.675129', 'django.log', 'DEBUG', 0); args=['2018-11-16 07:11:57.675129', 'django.log', 'DEBUG', 0]
2018-11-16 15:11:57,715 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:11:57.714104', 'django.log', 'INFO', 0); args=['2018-11-16 07:11:57.714104', 'django.log', 'INFO', 0]
2018-11-16 15:11:57,722 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:11:57.721290', 'django.log', 'WARNING', 0); args=['2018-11-16 07:11:57.721290', 'django.log', 'WARNING', 0]
2018-11-16 15:11:57,733 DEBUG (0.002) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:11:57.731225', 'django.log', 'ERROR', 0); args=['2018-11-16 07:11:57.731225', 'django.log', 'ERROR', 0]
2018-11-16 15:11:59,469 DEBUG (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:11:59,471 DEBUG (0.001) SELECT `log`.`id`, `log`.`query_time`, `log`.`logname`, `log`.`loglevel`, `log`.`count` FROM `log` ORDER BY `log`.`query_time` DESC LIMIT 4; args=()
2018-11-16 15:16:19,110 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:16:19,111 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 15:16:19,158 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:16:19.157366', 'django.log', 'DEBUG', 1); args=['2018-11-16 07:16:19.157366', 'django.log', 'DEBUG', 1]
2018-11-16 15:16:19,187 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:16:19.186199', 'django.log', 'INFO', 9); args=['2018-11-16 07:16:19.186199', 'django.log', 'INFO', 9]
2018-11-16 15:16:19,193 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:16:19.192305', 'django.log', 'WARNING', 6); args=['2018-11-16 07:16:19.192305', 'django.log', 'WARNING', 6]
2018-11-16 15:16:19,207 DEBUG (0.001) INSERT INTO `log` (`query_time`, `logname`, `loglevel`, `count`) VALUES ('2018-11-16 07:16:19.206666', 'django.log', 'ERROR', 0); args=['2018-11-16 07:16:19.206666', 'django.log', 'ERROR', 0]
2018-11-16 15:16:32,437 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:16:32,437 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-16 15:16:32,442 DEBUG (0.002) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 07:16:32.432831'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 07:16:32.432831')
2018-11-16 15:16:32,448 DEBUG (0.004) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 15:16:32,460 DEBUG (0.009) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user`; args=()
2018-11-16 15:16:35,579 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:16:35,580 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 15:16:35,584 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 07:16:35.575030'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 07:16:35.575030')
2018-11-16 15:16:35,588 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 15:16:35,597 DEBUG (0.004) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`op`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-16 15:16:39,247 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:16:39,250 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 15:16:39,255 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 07:16:39.241823'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 07:16:39.241823')
2018-11-16 15:16:39,258 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 15:16:39,272 DEBUG (0.011) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user`; args=()
2018-11-16 15:16:42,945 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:16:42,946 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 15:16:42,950 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 07:16:42.938130'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 07:16:42.938130')
2018-11-16 15:16:42,957 DEBUG (0.005) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 15:16:42,965 DEBUG (0.003) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user` WHERE `user`.`id` = 1; args=(1,)
2018-11-16 15:16:46,405 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-16 15:16:46,406 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-16 15:16:46,412 DEBUG (0.002) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dm3neianqfku0beusrgj7br2c9p2zez3' AND `django_session`.`expire_date` > '2018-11-16 07:16:46.397656'); args=('dm3neianqfku0beusrgj7br2c9p2zez3', '2018-11-16 07:16:46.397656')
2018-11-16 15:16:46,419 DEBUG (0.005) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3; args=(3,)
2018-11-16 15:16:46,422 DEBUG (0.001) SELECT `user`.`id`, `user`.`username`, `user`.`sex`, `user`.`age`, `user`.`city`, `user`.`create_time`, `user`.`update_time` FROM `user` WHERE `user`.`id` = 5; args=(5,)
2018-11-16 15:16:53,046 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
