2018-11-17 14:48:32,283 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:28:49,209 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:28:49,218 DEBUG (0.006) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users`; args=()
2018-11-17 15:29:10,168 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:29:10,168 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:29:10,169 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:29:10,171 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:29:10,172 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:29:10'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:29:10')
2018-11-17 15:29:10,174 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:29:10,177 DEBUG (0.001) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users` WHERE `users`.`id` = 3; args=(3,)
2018-11-17 15:33:17,313 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:33:17,314 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:33:17,314 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:33:17,316 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:33:17,317 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:33:17'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:33:17')
2018-11-17 15:33:17,320 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:33:17,328 DEBUG (0.005) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users`; args=()
2018-11-17 15:33:26,926 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:33:26,926 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:33:26,927 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:33:26,929 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:33:26,930 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:33:26'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:33:26')
2018-11-17 15:33:26,932 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:33:26,935 DEBUG (0.001) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users` WHERE `users`.`id` = 3; args=(3,)
2018-11-17 15:34:06,525 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:34:06,525 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:34:06,526 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:34:06,528 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:34:06,529 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:34:06'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:34:06')
2018-11-17 15:34:06,531 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:34:06,540 DEBUG (0.006) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users`; args=()
2018-11-17 15:34:17,795 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:34:17,795 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:34:17,796 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:34:17,797 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:34:17,798 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:34:17'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:34:17')
2018-11-17 15:34:17,801 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:34:17,803 DEBUG (0.000) INSERT INTO `users` (`name`, `sex`, `age`, `city`, `creat_time`, `update_time`) VALUES ('大大', 1, 12, '123', '2018-11-17 07:34:17', '2018-11-17 07:34:17'); args=['大大', 1, 12, '123', '2018-11-17 07:34:17', '2018-11-17 07:34:17']
2018-11-17 15:34:20,836 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:34:20,837 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:34:20,837 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:34:20,839 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:34:20,840 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:34:20'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:34:20')
2018-11-17 15:34:20,843 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:34:20,853 DEBUG (0.007) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users`; args=()
2018-11-17 15:34:30,619 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:34:30,619 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:34:30,620 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:34:30,622 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:34:30,623 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:34:30'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:34:30')
2018-11-17 15:34:30,625 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:34:30,628 DEBUG (0.001) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users` WHERE `users`.`id` = 3; args=(3,)
2018-11-17 15:44:14,387 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:44:14,387 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:44:14,388 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:44:14,432 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:44:14,432 DEBUG (0.001) SHOW FULL TABLES; args=None
2018-11-17 15:44:14,435 DEBUG (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-17 15:44:19,175 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:44:19,176 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:44:19,177 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:44:19,178 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:44:19,179 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:44:19'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:44:19')
2018-11-17 15:44:19,182 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:44:19,194 DEBUG (0.005) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users`; args=()
2018-11-17 15:45:03,834 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:45:03,834 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:45:03,835 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:45:03,837 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:45:03,838 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:45:03'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:45:03')
2018-11-17 15:45:03,840 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:45:03,849 DEBUG (0.006) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users`; args=()
2018-11-17 15:46:13,535 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:46:13,535 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:46:13,536 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:46:13,538 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:46:13,539 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:46:13'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:46:13')
2018-11-17 15:46:13,542 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:46:13,550 DEBUG (0.006) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users`; args=()
2018-11-17 15:46:27,460 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:46:27,460 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:46:27,461 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:46:27,463 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:46:27,464 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:46:27'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:46:27')
2018-11-17 15:46:27,466 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:46:27,470 DEBUG (0.000) INSERT INTO `users` (`name`, `sex`, `age`, `city`, `creat_time`, `update_time`) VALUES ('bingo', 0, 12, '聊啊', '2018-11-17 07:46:27', '2018-11-17 07:46:27'); args=['bingo', 0, 12, '聊啊', '2018-11-17 07:46:27', '2018-11-17 07:46:27']
2018-11-17 15:46:56,503 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:46:56,503 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:46:56,504 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:46:56,506 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:46:56,507 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:46:56'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:46:56')
2018-11-17 15:46:56,510 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:46:56,518 DEBUG (0.006) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users`; args=()
2018-11-17 15:47:32,262 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:47:32,262 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:47:32,263 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:47:32,265 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:47:32,266 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:47:32'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:47:32')
2018-11-17 15:47:32,268 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:47:32,271 DEBUG (0.000) INSERT INTO `users` (`name`, `sex`, `age`, `city`, `creat_time`, `update_time`) VALUES ('思域', 1, 24, '哈哈', '2018-11-17 07:47:32', '2018-11-17 07:47:32'); args=['思域', 1, 24, '哈哈', '2018-11-17 07:47:32', '2018-11-17 07:47:32']
2018-11-17 15:47:49,873 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:47:49,874 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:47:49,875 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:47:49,876 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:47:49,877 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:47:49'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:47:49')
2018-11-17 15:47:49,880 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:47:49,889 DEBUG (0.006) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users`; args=()
2018-11-17 15:47:58,326 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:47:58,327 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:47:58,327 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:47:58,329 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:47:58,330 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:47:58'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:47:58')
2018-11-17 15:47:58,333 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:47:58,335 DEBUG (0.001) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users` WHERE `users`.`id` = 3; args=(3,)
2018-11-17 15:48:02,216 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:48:02,216 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:48:02,217 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:48:02,219 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:48:02,220 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:48:02'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:48:02')
2018-11-17 15:48:02,222 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:48:02,224 DEBUG (0.000) UPDATE `users` SET `name` = 'emmby', `age` = 44, `sex` = 0, `city` = 'beijing123' WHERE `users`.`id` = 3; args=('emmby', 44, 0, 'beijing123', 3)
2018-11-17 15:48:05,226 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:48:05,227 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:48:05,227 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:48:05,229 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:48:05,230 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:48:05'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:48:05')
2018-11-17 15:48:05,233 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:48:05,242 DEBUG (0.006) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users`; args=()
2018-11-17 15:48:10,313 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:48:10,314 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:48:10,315 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:48:10,317 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:48:10,318 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:48:10'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:48:10')
2018-11-17 15:48:10,321 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:48:10,324 DEBUG (0.001) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users` WHERE `users`.`id` = 3; args=(3,)
2018-11-17 15:48:10,326 DEBUG (0.000) DELETE FROM `users` WHERE `users`.`id` IN (3); args=(3,)
2018-11-17 15:48:16,154 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 15:48:16,155 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:48:16,156 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 15:48:16,157 DEBUG (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-11-17 15:48:16,158 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '1b3870ye0pauvnnizaoc7dp66x36xign' AND `django_session`.`expire_date` > '2018-11-17 07:48:16'); args=('1b3870ye0pauvnnizaoc7dp66x36xign', '2018-11-17 07:48:16')
2018-11-17 15:48:16,161 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 15:48:16,163 DEBUG (0.001) SELECT `users`.`id`, `users`.`name`, `users`.`sex`, `users`.`age`, `users`.`city`, `users`.`creat_time`, `users`.`update_time` FROM `users` WHERE `users`.`id` = 3; args=(3,)
2018-11-17 15:48:19,659 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
